Price Data,,,,,,,,,,,,
sourced from LSEG (03/01/2022 - 06/02/2026),,,,,,,,,,,,
,,,,,,,,,,,,
Close Price,,,,Log Returns,,,,,,,,
Date,Boyd Gaming Corp,American Airlines Group Inc,Brinker International Inc,Boyd Gaming Corp,American Airlines Group Inc,Brinker International Inc,,,,,,
Ticker,BYD,AAL,EAT,BYD,AAL,EAT,,,Correlation Matrix,,,
15/03/2023,59.13,13.86,36.21,-0.019096058,-0.056115703,0.027721221,,,,,,
16/03/2023,60.13,14.12,36.14,0.016770475,0.018585238,-0.001935039,,,,,,
17/03/2023,59.99,13.98,35.76,-0.002331003,-0.009964495,-0.010570335,,,,,,
20/03/2023,60.91,13.96,36.34,0.015219483,-0.001431639,0.016089113,,,,,,
21/03/2023,61.93,14.37,37.22,0.01660735,0.028946603,0.023927188,,,,,,
22/03/2023,60.31,13.82,37.33,-0.026506787,-0.039025882,0.002951042,,,,,,
23/03/2023,59.96,13.63,36.22,-0.005820254,-0.013843573,-0.03018584,,,,,,
24/03/2023,60.42,13.72,35.78,0.007642503,0.006581377,-0.012222374,,,,,,
27/03/2023,60.92,13.94,35.26,0.008241352,0.015907783,-0.014639901,,,,,,
28/03/2023,61.19,13.98,35.88,0.004422249,0.002865331,0.01743086,,,,,,
29/03/2023,62.31,14.35,35.9,0.018138149,0.026122205,0.000557258,,,,,,
30/03/2023,62.42,14.47,37.22,0.00176381,0.008327598,0.036108956,,,,,,
31/03/2023,64.12,14.75,38,0.026870591,0.019165542,0.020739909,,,,,,
03/04/2023,64.4,14.42,37.57,0.004357305,-0.022626951,-0.0113803,,,,,,
04/04/2023,63.83,14.16,37.32,-0.008890334,-0.018195044,-0.006676484,,,,,,
05/04/2023,62.57,13.89,37.73,-0.019937369,-0.019251931,0.010926158,,,,,,
06/04/2023,62.87,14.01,37.43,0.004783172,0.008602204,-0.007983012,,,,,,
10/04/2023,63.7,14.15,38.2,0.01311546,0.009943264,0.020362994,,,,,,
11/04/2023,64.52,14.32,38.03,0.012790691,0.011942537,-0.004460194,,,,,,
12/04/2023,63.54,13,35.98,-0.015305624,-0.096707804,-0.055412093,,,,,,
13/04/2023,64.84,12.95,36.93,0.020253068,-0.003853569,0.026061,,,,,,
14/04/2023,65.29,12.79,37.3,0.006916188,-0.012432173,0.009969098,,,,,,
17/04/2023,65.94,13.1,37.18,0.009906352,0.023948615,-0.003222344,,,,,,
18/04/2023,66.36,13.29,38.22,0.006349228,0.014399643,0.027587957,,,,,,
19/04/2023,67,13.63,38.5,0.009598154,0.025261373,0.007299302,,,,,,
20/04/2023,67.57,13.32,38.19,0.008471478,-0.023006581,-0.00808454,,,,,,
21/04/2023,68.17,13.4,39.17,0.008840488,0.005988042,0.025337446,,,,,,
24/04/2023,67.36,13.32,39.34,-0.011953215,-0.005988042,0.004330665,,,,,,
25/04/2023,66.24,12.84,38.17,-0.01676686,-0.036701367,-0.030191946,,,,,,
26/04/2023,67.25,12.74,37.97,0.015132508,-0.007818648,-0.005253493,,,,,,
27/04/2023,68.59,12.88,38.91,0.019729733,0.010929071,0.024454913,,,,,,
28/04/2023,69.4,13.64,39.92,0.011740116,0.057330932,0.025626164,,,,,,
01/05/2023,71.28,13.89,40.28,0.026728916,0.018162504,0.008977616,,,,,,
02/05/2023,71.08,13.77,40.27,-0.00280978,-0.008676844,-0.000248293,,,,,,
03/05/2023,70.01,13.79,38.76,-0.015167914,0.001451379,-0.038217988,,,,,,
04/05/2023,67.99,13.51,39,-0.029277453,-0.02051354,0.006172859,,,,,,
05/05/2023,70.6,13.87,38.05,0.037669509,0.026298082,-0.024660562,,,,,,
08/05/2023,70.28,14.36,36.96,-0.004542881,0.034718329,-0.029064838,,,,,,
09/05/2023,70.95,14.47,37.4,0.00948814,0.007630977,0.011834458,,,,,,
10/05/2023,69.88,14.34,36.48,-0.015195918,-0.009024705,-0.024906539,,,,,,
11/05/2023,68.57,14.07,36.31,-0.018924364,-0.019007964,-0.00467098,,,,,,
12/05/2023,68.32,14.02,36.99,-0.003652572,-0.00355999,0.01855442,,,,,,
15/05/2023,68.39,14.28,38.09,0.001024066,0.018375075,0.029304175,,,,,,
16/05/2023,66.01,14.2,37.54,-0.035420369,-0.005617992,-0.014544749,,,,,,
17/05/2023,66.63,14.91,39.23,0.009348681,0.048790164,0.044034729,,,,,,
18/05/2023,67.57,15.05,40.58,0.014009171,0.009345862,0.033833574,,,,,,
19/05/2023,66.79,14.82,39.54,-0.011610729,-0.015400371,-0.025962517,,,,,,
22/05/2023,66.09,14.38,39.34,-0.010535919,-0.030139268,-0.005071005,,,,,,
23/05/2023,64.65,14.07,39.47,-0.022029344,-0.021793481,0.003299077,,,,,,
24/05/2023,64.74,13.8,39.82,0.001391143,-0.019376279,0.008828409,,,,,,
25/05/2023,64.97,14.38,38.81,0.003546376,0.04116976,-0.025691353,,,,,,
26/05/2023,65.18,14.35,38.9,0.003227049,-0.00208841,0.002316305,,,,,,
30/05/2023,64.16,14.62,37.28,-0.01577271,0.018640512,-0.042537261,,,,,,
31/05/2023,63.73,14.78,36.58,-0.006724554,0.010884461,-0.018955347,,,,,,
01/06/2023,64.33,14.7,38.12,0.009370676,-0.005427422,0.041237436,,,,,,
02/06/2023,66.3,14.87,39.92,0.030163812,0.011498267,0.046138373,,,,,,
05/06/2023,66.69,14.81,38.62,0.005865119,-0.004043132,-0.033107174,,,,,,
06/06/2023,67.79,14.93,38.82,0.016359675,0.008069983,0.005165301,,,,,,
07/06/2023,68.43,15.16,36.39,0.009396634,0.015287769,-0.064641566,,,,,,
08/06/2023,68.88,15.3,35.67,0.006554535,0.009192448,-0.019984012,,,,,,
09/06/2023,68.41,15.57,36,-0.006846847,0.017493157,0.009208939,,,,,,
12/06/2023,69.37,16.02,37.82,0.013935485,0.028491956,0.049319125,,,,,,
13/06/2023,69.16,16.31,37.39,-0.003031837,0.017940475,-0.011434774,,,,,,
14/06/2023,69.37,16.59,36.15,0.003031837,0.017021688,-0.03372634,,,,,,
15/06/2023,69.08,16.65,36.47,-0.004189244,0.003610112,0.008813056,,,,,,
16/06/2023,68,16.48,36.39,-0.015757548,-0.010262692,-0.002195993,,,,,,
20/06/2023,68.36,16.32,36.57,0.005280153,-0.009756175,0.004934221,,,,,,
21/06/2023,68.08,16.3,36.09,-0.004104374,-0.001226242,-0.013212414,,,,,,
22/06/2023,67.02,16.36,35.28,-0.015692402,0.003674223,-0.022699588,,,,,,
23/06/2023,65.79,16.26,34.05,-0.018523231,-0.006131227,-0.035486199,,,,,,
26/06/2023,66.69,16.44,34.47,0.013587166,0.011009286,0.012259348,,,,,,
27/06/2023,68.09,17.35,35.8,0.020775343,0.053875117,0.037858513,,,,,,
28/06/2023,68.21,17.55,36.2,0.001760822,0.011461444,0.011111225,,,,,,
29/06/2023,69.03,17.6,36.49,0.011950011,0.002844952,0.007979132,,,,,,
30/06/2023,69.37,17.94,36.6,0.004913305,0.019133955,0.00300999,,,,,,
03/07/2023,68.98,18.1,37.06,-0.00563789,0.008879082,0.01248998,,,,,,
05/07/2023,67.08,18.32,35.7,-0.027930671,0.012081421,-0.037387532,,,,,,
06/07/2023,66.66,17.88,35.67,-0.006280864,-0.02431059,-0.000840689,,,,,,
07/07/2023,67.86,18.35,36.34,0.017841686,0.025946805,0.018609064,,,,,,
10/07/2023,69.66,18.57,37.87,0.026179506,0.011917801,0.041240179,,,,,,
11/07/2023,69.98,18.8,38.06,0.004583222,0.012309494,0.00500462,,,,,,
12/07/2023,70.13,18.57,38.26,0.002141176,-0.012309494,0.005241102,,,,,,
13/07/2023,71.43,18.45,38.1,0.018367287,-0.006483005,-0.004190682,,,,,,
14/07/2023,71.85,18.14,37.96,0.005862663,-0.016944926,-0.003681308,,,,,,
17/07/2023,71.05,18.18,37.36,-0.011196758,0.002202644,-0.01593236,,,,,,
18/07/2023,72.09,18.68,38.49,0.014531484,0.027131344,0.029797854,,,,,,
19/07/2023,72.81,18.6,39.6,0.00993797,-0.004291852,0.028430651,,,,,,
20/07/2023,72.33,17.44,39.4,-0.006614328,-0.064395162,-0.005063302,,,,,,
21/07/2023,72.26,17.42,38.99,-0.000968255,-0.001147447,-0.010460613,,,,,,
24/07/2023,71.28,16.88,38.18,-0.013654943,-0.031489482,-0.020993385,,,,,,
25/07/2023,71.75,16.65,37.75,0.006572071,-0.013719273,-0.011326343,,,,,,
26/07/2023,72,16.76,39.21,0.003478264,0.006584879,0.037946341,,,,,,
27/07/2023,69.89,16.57,38.65,-0.029743542,-0.011401264,-0.014385041,,,,,,
28/07/2023,67.39,16.79,38.57,-0.036425939,0.01318964,-0.002072003,,,,,,
31/07/2023,68.32,16.75,39.28,0.013705911,-0.002385213,0.018240711,,,,,,
01/08/2023,67.97,16.23,38.87,-0.005136118,-0.031536877,-0.010492739,,,,,,
02/08/2023,67.8,15.95,38.95,-0.002504236,-0.017402552,0.002056027,,,,,,
03/08/2023,67.07,15.98,39.03,-0.010825345,0.001879111,0.002051809,,,,,,
04/08/2023,66.73,15.84,38.71,-0.005082223,-0.008799554,-0.008232617,,,,,,
07/08/2023,67.34,15.99,39.54,0.009099787,0.00942514,0.021214853,,,,,,
08/08/2023,67.46,16.18,38.93,0.001780416,0.011812385,-0.015547656,,,,,,
09/08/2023,67.24,15.76,38.66,-0.003266521,-0.026300827,-0.006959688,,,,,,
10/08/2023,67.72,15.76,38.6,0.007113249,0,-0.001553197,,,,,,
11/08/2023,67.31,15.65,37.55,-0.006072743,-0.007004167,-0.027578898,,,,,,
14/08/2023,67.46,15.88,36.71,0.002226016,0.014589539,-0.022624181,,,,,,
15/08/2023,66.7,15.55,36.37,-0.011329877,-0.020999817,-0.009304939,,,,,,
16/08/2023,66,15.44,34.36,-0.010550211,-0.007099094,-0.056851162,,,,,,
17/08/2023,64.75,15.05,33.26,-0.019121041,-0.025583553,-0.032537623,,,,,,
18/08/2023,64.8,15.04,34.12,0.000771903,-0.000664673,0.025528249,,,,,,
21/08/2023,64.9,15.16,33.66,0.00154202,0.007947062,-0.013573534,,,,,,
22/08/2023,64.8,14.83,33.97,-0.00154202,-0.022008224,0.009167593,,,,,,
23/08/2023,65.62,14.78,34.2,0.012574924,-0.003377241,0.006747862,,,,,,
24/08/2023,65.04,14.57,33.77,-0.008878062,-0.014310295,-0.01265281,,,,,,
25/08/2023,65.07,14.58,33.05,0.000461148,0.000686106,-0.021551268,,,,,,
28/08/2023,65.41,14.73,32.37,0.005211538,0.010235504,-0.020789498,,,,,,
29/08/2023,66.19,14.9,32.51,0.011854242,0.011474982,0.004315666,,,,,,
30/08/2023,66.46,14.77,32.64,0.004070869,-0.008763116,0.003990796,,,,,,
31/08/2023,66.87,14.73,32.73,0.006150173,-0.002711866,0.002753558,,,,,,
01/09/2023,67.63,14.68,32.67,0.011301236,-0.003400207,-0.001834863,,,,,,
05/09/2023,65.84,14.3,31.35,-0.026824115,-0.026226486,-0.041242959,,,,,,
06/09/2023,65.26,14.33,30.63,-0.008848265,0.002095705,-0.023234346,,,,,,
07/09/2023,64.5,14,31.3,-0.011714067,-0.023297912,0.021638177,,,,,,
08/09/2023,64.78,13.98,31.13,0.00433169,-0.001429593,-0.005446113,,,,,,
11/09/2023,63.65,14.09,30.54,-0.017597589,0.007837589,-0.019134685,,,,,,
12/09/2023,63.96,14.11,31.21,0.004858563,0.00141844,0.021701256,,,,,,
13/09/2023,63.53,13.31,31.67,-0.006745653,-0.058368133,0.014631304,,,,,,
14/09/2023,64.95,13.26,32.36,0.022105508,-0.003763648,0.021553232,,,,,,
15/09/2023,64.69,13.31,31.42,-0.004011113,0.003763648,-0.029478459,,,,,,
18/09/2023,64.39,13.11,31.14,-0.004648289,-0.015140335,-0.008951466,,,,,,
19/09/2023,63.32,13.19,31.83,-0.016757107,0.006083669,0.021916075,,,,,,
20/09/2023,62.75,13.06,32.2,-0.009042657,-0.009904843,0.011557211,,,,,,
21/09/2023,61.68,13.06,31.72,-0.017198849,0,-0.015019056,,,,,,
22/09/2023,60.79,12.9,30.15,-0.014534427,-0.012326812,-0.050762474,,,,,,
25/09/2023,60.41,12.91,29.58,-0.006270648,0.000774893,-0.019086466,,,,,,
26/09/2023,60.24,12.7,28.92,-0.002818071,-0.016400211,-0.02256506,,,,,,
27/09/2023,60.25,12.61,29.45,0.000165989,-0.007111843,0.018160513,,,,,,
28/09/2023,60.68,12.92,31.05,0.007111582,0.024286348,0.052904898,,,,,,
29/09/2023,60.83,12.81,31.59,0.002468934,-0.008550382,0.017241806,,,,,,
02/10/2023,59.97,12.75,31.35,-0.014238651,-0.004694844,-0.007626348,,,,,,
03/10/2023,59.11,12.29,29.75,-0.014444322,-0.036745348,-0.052385135,,,,,,
04/10/2023,58.52,12.73,30.63,-0.010031539,0.035175489,0.029150789,,,,,,
05/10/2023,58.2,12.85,30.54,-0.005483221,0.009382399,-0.002942621,,,,,,
06/10/2023,58.8,12.76,29.51,0.0102565,-0.007028533,-0.034308111,,,,,,
09/10/2023,59.92,12.24,29.85,0.018868484,-0.041606001,0.011455651,,,,,,
10/10/2023,60.53,12.26,30.86,0.010128771,0.001632653,0.033276007,,,,,,
11/10/2023,60.98,12.48,30.87,0.007406832,0.017785432,0.000323992,,,,,,
12/10/2023,59.69,12.06,30.06,-0.021381439,-0.034233172,-0.026589454,,,,,,
13/10/2023,59.02,11.72,30.37,-0.011288133,-0.028597407,0.010259895,,,,,,
16/10/2023,59.77,11.94,32.04,0.012627493,0.018597324,0.053529843,,,,,,
17/10/2023,60.59,11.94,33.65,0.013626,0,0.049027934,,,,,,
18/10/2023,60.08,11.36,33.23,-0.008452856,-0.049795695,-0.012559974,,,,,,
19/10/2023,59.81,11.45,33.05,-0.004504136,0.007891317,-0.005431516,,,,,,
20/10/2023,59.54,11.08,32.98,-0.004524515,-0.032848049,-0.002120249,,,,,,
23/10/2023,60.4,11.29,32.54,0.014340749,0.018775697,-0.013431215,,,,,,
24/10/2023,61.03,11.21,32.45,0.010376442,-0.007111141,-0.002769659,,,,,,
25/10/2023,53.85,11.04,32.65,-0.125163143,-0.015281196,0.006144413,,,,,,
26/10/2023,55.3,11.15,32.7,0.026570505,0.009914457,0.001530222,,,,,,
27/10/2023,54.56,10.92,32.73,-0.013471895,-0.020843528,0.000917011,,,,,,
30/10/2023,55.55,11.18,33.4,0.017982503,0.023530497,0.020263811,,,,,,
31/10/2023,55.25,11.15,33.92,-0.005415176,-0.00268697,0.015448911,,,,,,
01/11/2023,54.77,11.14,34.48,-0.008725742,-0.000897263,0.016374635,,,,,,
02/11/2023,56.16,11.4,33.84,0.025062161,0.023071121,-0.018735911,,,,,,
03/11/2023,57.61,11.98,35.28,0.025491404,0.049625237,0.041672696,,,,,,
06/11/2023,57.64,11.66,35.02,0.000520607,-0.027074412,-0.007396904,,,,,,
07/11/2023,57.66,11.75,34.2,0.000346921,0.00768906,-0.023693683,,,,,,
08/11/2023,56.76,12.01,33.74,-0.01573184,0.021886396,-0.013541567,,,,,,
09/11/2023,56.45,11.75,33.75,-0.005476562,-0.021886396,0.00029634,,,,,,
10/11/2023,57.28,11.8,33.95,0.014596232,0.004246291,0.005908437,,,,,,
13/11/2023,56.31,11.78,34.02,-0.017079383,-0.001696353,0.002059733,,,,,,
14/11/2023,58.53,12.25,36.38,0.038667304,0.039122759,0.067070586,,,,,,
15/11/2023,59.77,12.42,36.84,0.02096442,0.01378214,0.012565038,,,,,,
16/11/2023,59.46,12.19,36.31,-0.005200045,-0.018692133,-0.014491026,,,,,,
17/11/2023,58.81,12.29,36.25,-0.010991909,0.00816998,-0.001653804,,,,,,
20/11/2023,58.83,12.4,36.3,0.00034002,0.008910549,0.00137836,,,,,,
21/11/2023,58.78,12.13,35.48,-0.000850268,-0.02201475,-0.022848584,,,,,,
22/11/2023,59.24,12.31,35.72,0.007795328,0.014730217,0.006741599,,,,,,
24/11/2023,59.2,12.31,35.55,-0.000675448,0,-0.0047706,,,,,,
27/11/2023,58.65,12.18,35.39,-0.009333967,-0.010616678,-0.004510862,,,,,,
28/11/2023,58.47,12.17,35.44,-0.003073773,-0.000821355,0.001411831,,,,,,
29/11/2023,58.92,12.23,36.19,0.007666789,0.004918043,0.020941712,,,,,,
30/11/2023,59.05,12.43,36.01,0.002203951,0.016220956,-0.00498616,,,,,,
01/12/2023,61.03,13.02,37.56,0.032981004,0.046373731,0.042142977,,,,,,
04/12/2023,60.37,13.35,38.49,-0.010873254,0.025029748,0.024458813,,,,,,
05/12/2023,58.96,13.13,37.82,-0.023633045,-0.016616697,-0.017560404,,,,,,
06/12/2023,59.08,13.48,39.31,0.00203321,0.026307417,0.038640876,,,,,,
07/12/2023,59.03,13.91,39.64,-0.000846668,0.0314009,0.00835977,,,,,,
08/12/2023,59.72,13.76,39.77,0.011621183,-0.010842173,0.00327415,,,,,,
11/12/2023,60.48,13.72,41.16,0.012645759,-0.00291121,0.034354052,,,,,,
12/12/2023,60.49,14.04,41.12,0.00016533,0.023055776,-0.00097229,,,,,,
13/12/2023,61.05,14.09,41.6,0.009215138,0.003554927,0.011605546,,,,,,
14/12/2023,62.41,14.59,42.35,0.022032318,0.034871037,0.017868254,,,,,,
15/12/2023,61.29,14.49,40.82,-0.018108821,-0.006877606,-0.036796264,,,,,,
18/12/2023,61.59,14.24,41.07,0.004882822,-0.01740385,0.006105771,,,,,,
19/12/2023,63.05,14.3,41.7,0.023428543,0.004204631,0.015223201,,,,,,
20/12/2023,61.31,13.98,41.34,-0.027985101,-0.0226318,-0.008670575,,,,,,
21/12/2023,61.85,14.35,42.73,0.008769137,0.026122205,0.033070695,,,,,,
22/12/2023,62.14,14.31,42.84,0.004677805,-0.002791349,0.002570996,,,,,,
26/12/2023,62.25,14.11,44.32,0.001768631,-0.014074828,0.033963797,,,,,,
27/12/2023,63,13.99,44.57,0.011976191,-0.008540977,0.005624945,,,,,,
28/12/2023,63.06,13.98,43.86,0.000951928,-0.000715052,-0.016058244,,,,,,
29/12/2023,62.61,13.74,43.18,-0.007161644,-0.01731645,-0.015625318,,,,,,
02/01/2024,63.82,13.44,42.07,0.019141611,-0.022075952,-0.026042527,,,,,,
03/01/2024,61.51,12.95,41.05,-0.036866858,-0.037139547,-0.024544062,,,,,,
04/01/2024,61.85,13.09,40.85,0.005512336,0.010752792,-0.004884015,,,,,,
05/01/2024,62.28,13.6,39.8,0.006928248,0.038221213,-0.026039909,,,,,,
08/01/2024,63.54,14.58,41.28,0.020029282,0.069580934,0.036511209,,,,,,
09/01/2024,62.59,14.38,41.07,-0.015064108,-0.013812374,-0.005100193,,,,,,
10/01/2024,62.56,14.35,41.32,-0.000479425,-0.00208841,0.006068716,,,,,,
11/01/2024,62.6,14.59,39.39,0.000639182,0.01658642,-0.047834667,,,,,,
12/01/2024,62.31,13.21,38.2,-0.004643352,-0.099362244,-0.030676461,,,,,,
16/01/2024,62.93,13.19,38.31,0.009901071,-0.001515152,0.002875443,,,,,,
17/01/2024,62.02,12.93,38.46,-0.014566084,-0.019908774,0.003907781,,,,,,
18/01/2024,63.72,13.82,39.32,0.027041571,0.066566626,0.022114555,,,,,,
19/01/2024,64.18,13.66,38.89,0.007193151,-0.011644964,-0.010996147,,,,,,
22/01/2024,64.19,13.62,40,0.0001558,-0.002932553,0.028142306,,,,,,
23/01/2024,64.48,14,39.69,0.004507663,0.027518029,-0.007780187,,,,,,
24/01/2024,63.28,13.93,39.16,-0.018785775,-0.005012542,-0.013443449,,,,,,
25/01/2024,63.97,15.36,39.87,0.0108449,0.09772194,0.017968344,,,,,,
26/01/2024,64.46,15.13,39.41,0.007630653,-0.0150872,-0.01160457,,,,,,
29/01/2024,64.6,14.94,40.68,0.002169534,-0.012637348,0.03171698,,,,,,
30/01/2024,64.53,14.53,40.69,-0.001084179,-0.027826702,0.000245791,,,,,,
31/01/2024,63.49,14.23,42.79,-0.016247819,-0.020863065,0.050322068,,,,,,
01/02/2024,64.49,14.34,46.03,0.01562776,0.007700423,0.072988927,,,,,,
02/02/2024,64.12,14.56,45.27,-0.005753845,0.015225208,-0.016648796,,,,,,
05/02/2024,63.46,14.26,44.16,-0.010346542,-0.020819628,-0.024825159,,,,,,
06/02/2024,63.96,14.9,44.55,0.007848102,0.043902798,0.008792752,,,,,,
07/02/2024,64,14.91,44.17,0.000625195,0.000670916,-0.008566328,,,,,,
08/02/2024,65.5,14.95,45.04,0.023167059,0.002679171,0.019505158,,,,,,
09/02/2024,66.75,14.88,44.3,0.018904155,-0.00469327,-0.016566307,,,,,,
12/02/2024,66.57,14.93,45.81,-0.002700272,0.003354582,0.033517731,,,,,,
13/02/2024,64.87,14.61,44.32,-0.025868758,-0.021666386,-0.033066365,,,,,,
14/02/2024,64.77,14.86,43.98,-0.001542734,0.016966814,-0.007701057,,,,,,
15/02/2024,64.68,14.9,44.65,-0.001390498,0.002688174,0.015119322,,,,,,
16/02/2024,63.37,14.64,44.88,-0.020461471,-0.017603704,0.005137954,,,,,,
20/02/2024,62.26,14.7,45.23,-0.017671398,0.004089985,0.007768322,,,,,,
21/02/2024,62.66,14.79,44.82,0.006404121,0.006103783,-0.009106115,,,,,,
22/02/2024,63.79,15.24,45.61,0.017873153,0.029972274,0.017472522,,,,,,
23/02/2024,64.34,15.13,46.3,0.008585084,-0.007244022,0.01501497,,,,,,
26/02/2024,63.25,15.28,46.2,-0.017086394,0.009865256,-0.002162163,,,,,,
27/02/2024,63.46,15.54,46.71,0.003314659,0.016872561,0.010978476,,,,,,
28/02/2024,63.96,15.46,46.77,0.007848102,-0.005161302,0.001283697,,,,,,
29/02/2024,66.13,15.68,46.34,0.033364614,0.014129972,-0.009236453,,,,,,
01/03/2024,64.88,15.66,46.24,-0.019083092,-0.001276324,-0.002160295,,,,,,
04/03/2024,63.62,14.81,46.78,-0.019611523,-0.055807062,0.011610537,,,,,,
05/03/2024,63.49,14.67,47.68,-0.002045473,-0.009498036,0.019056262,,,,,,
06/03/2024,63.04,14.88,48.77,-0.007112968,0.014213437,0.022603347,,,,,,
07/03/2024,63.91,14.9,48.66,0.013706398,0.001343184,-0.002258032,,,,,,
08/03/2024,63.16,14.68,49.05,-0.011804654,-0.01487519,0.007982849,,,,,,
11/03/2024,63.38,14.65,48.04,0.003477165,-0.002045688,-0.020806189,,,,,,
12/03/2024,63.31,13.96,48.78,-0.00110506,-0.048244238,0.015286396,,,,,,
13/03/2024,62.92,14,48.71,-0.006179216,0.002861232,-0.001436045,,,,,,
14/03/2024,61.83,13.99,47.52,-0.017475395,-0.000714541,-0.024733673,,,,,,
15/03/2024,61.7,13.96,47.93,-0.002104753,-0.002146691,0.008590938,,,,,,
18/03/2024,62.13,14.11,47.08,0.006945033,0.010687669,-0.017893331,,,,,,
19/03/2024,62.69,13.93,46.74,0.008972981,-0.012838978,-0.007247953,,,,,,
20/03/2024,63.72,14.57,47.1,0.01629654,0.044919832,0.007672672,,,,,,
21/03/2024,63.7,14.78,45.6,-0.000313922,0.014310295,-0.032365285,,,,,,
22/03/2024,63.17,14.82,46.08,-0.008355058,0.002702704,0.0104713,,,,,,
25/03/2024,63.29,14.92,46.08,0.001897834,0.006724975,0,,,,,,
26/03/2024,65.65,14.92,47.46,0.036610262,0,0.029508235,,,,,,
27/03/2024,66.42,15.3,49.03,0.011660615,0.025150234,0.032545105,,,,,,
28/03/2024,67.32,15.35,49.68,0.013459153,0.003262646,0.013170082,,,,,,
01/04/2024,67.67,15.41,50.96,0.005185581,0.003901175,0.025438574,,,,,,
02/04/2024,66.66,14.4,49.67,-0.015037877,-0.067788443,-0.025639882,,,,,,
03/04/2024,66.86,14.16,50.16,0.002995808,-0.016807118,0.009816767,,,,,,
04/04/2024,65.66,13.83,47.11,-0.018110969,-0.023580943,-0.062732604,,,,,,
05/04/2024,66.13,13.76,46.14,0.00713259,-0.005074313,-0.02080504,,,,,,
08/04/2024,65.99,13.9,48.2,-0.002119286,0.010123008,0.043678768,,,,,,
09/04/2024,66.65,13.95,47.91,0.009951831,0.003590668,-0.00603477,,,,,,
10/04/2024,65.08,13.41,47.18,-0.023837764,-0.039478811,-0.015354177,,,,,,
11/04/2024,65.44,13.62,46.65,0.00551641,0.015538603,-0.011297147,,,,,,
12/04/2024,64.4,13.15,45.24,-0.016020059,-0.035117542,-0.030691276,,,,,,
15/04/2024,64.56,12.94,45.02,0.002481391,-0.01609847,-0.004874816,,,,,,
16/04/2024,64.66,13.03,45.28,0.001547748,0.006931102,0.005758598,,,,,,
17/04/2024,63.69,13.89,44.07,-0.015115208,0.063914766,-0.027086155,,,,,,
18/04/2024,62.93,14.02,45.3,-0.012004567,0.009315725,0.027527754,,,,,,
19/04/2024,62.66,14.11,45.23,-0.004299712,0.006398884,-0.001546449,,,,,,
22/04/2024,63.24,14.53,46.21,0.009213727,0.029331712,0.021435641,,,,,,
23/04/2024,63.6,14.23,48,0.005676458,-0.020863065,0.038004786,,,,,,
24/04/2024,63.59,13.92,47.59,-0.000157245,-0.022025757,-0.008578356,,,,,,
25/04/2024,62.89,14.13,48.27,-0.011069057,0.014973542,0.014187595,,,,,,
26/04/2024,53.18,13.88,48.83,-0.167704783,-0.017851242,0.011534628,,,,,,
29/04/2024,53.95,13.98,49.66,0.014375306,0.007178782,0.016854902,,,,,,
30/04/2024,53.51,13.51,53.6,-0.008189139,-0.034197585,0.076349288,,,,,,
01/05/2024,53.35,13.58,54.95,-0.002994575,0.00516797,0.024874613,,,,,,
02/05/2024,54.16,13.86,54.34,0.015068651,0.020408872,-0.011163077,,,,,,
03/05/2024,54.12,13.85,54.98,-0.000738825,-0.000721761,0.011708879,,,,,,
06/05/2024,54.92,14.65,57.53,0.014673778,0.056155103,0.045337068,,,,,,
07/05/2024,54.43,14.25,56.96,-0.008962108,-0.027683429,-0.009957284,,,,,,
08/05/2024,53.25,14.42,57.88,-0.021917668,0.011859225,0.016022635,,,,,,
09/05/2024,54.12,14.48,58.52,0.016205999,0.004152255,0.010996674,,,,,,
10/05/2024,53.9,14.4,58.82,-0.004073325,-0.00554018,0.005113357,,,,,,
13/05/2024,54.58,14.93,60.94,0.012537037,0.036144405,0.03540784,,,,,,
14/05/2024,54.98,15.19,62.39,0.007301967,0.017264705,0.023515233,,,,,,
15/05/2024,55.4,14.94,62.1,0.007610111,-0.016595137,-0.004659017,,,,,,
16/05/2024,55.07,14.79,62.75,-0.00597449,-0.010090903,0.010412589,,,,,,
17/05/2024,55.01,14.73,62.56,-0.001090116,-0.004065046,-0.003032482,,,,,,
20/05/2024,55.13,14.52,64.51,0.002179046,-0.014359221,0.030694154,,,,,,
21/05/2024,55.07,14.03,63.84,-0.001088929,-0.034329115,-0.010440297,,,,,,
22/05/2024,53.38,14.1,64.53,-0.031168959,0.004976903,0.010750279,,,,,,
23/05/2024,51.51,13.82,64.34,-0.03566018,-0.020057979,-0.00294871,,,,,,
24/05/2024,51.76,13.84,66.32,0.004841687,0.001446132,0.030309989,,,,,,
28/05/2024,50.36,13.44,67.88,-0.027420441,-0.029327615,0.02324993,,,,,,
29/05/2024,50.58,11.62,68.55,0.004359032,-0.145507584,0.009821966,,,,,,
30/05/2024,51.27,11.44,69.83,0.013549545,-0.015611765,0.018500311,,,,,,
31/05/2024,53.32,11.5,70.63,0.03920571,0.005231049,0.011391267,,,,,,
03/06/2024,53.94,11.53,71.61,0.011560822,0.002605299,0.013779746,,,,,,
04/06/2024,53.95,11.5,71.66,0.000185374,-0.002605299,0.000697983,,,,,,
05/06/2024,53.33,11.62,72.89,-0.011558667,0.010380716,0.017018744,,,,,,
06/06/2024,53.35,11.43,72.41,0.000374953,-0.016486274,-0.006607044,,,,,,
07/06/2024,53.01,11.5,68.96,-0.006393403,0.006105558,-0.048817785,,,,,,
